City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Mastic Beach,40.7668,-72.8521,41.13,96,100,3.0,US,2022-02-03 07:43:30
295,Teya,60.3778,92.6267,16.83,89,99,8.97,RU,2022-02-03 07:43:31
296,Matay,28.419,30.7792,60.75,34,0,14.85,EG,2022-02-03 07:43:32
297,Marawi,7.9986,124.2928,72.64,88,100,4.16,PH,2022-02-03 07:41:35
298,Koumac,-20.5667,164.2833,81.77,71,92,1.23,NC,2022-02-03 07:43:33
299,Harwich,51.9419,1.2844,46.56,85,100,7.0,GB,2022-02-03 07:43:34
300,La Rochelle,46.1667,-1.15,42.87,93,100,5.75,FR,2022-02-03 07:43:35
301,San Juan,-31.5375,-68.5364,77.13,42,9,3.67,AR,2022-02-03 07:39:50
302,Buba,11.5833,-15.0,70.29,94,46,1.99,GW,2022-02-03 07:43:36
303,Iracoubo,5.4802,-53.2011,75.63,87,94,8.37,GF,2022-02-03 07:43:37
304,La Asuncion,11.0333,-63.8628,76.73,94,4,13.8,VE,2022-02-03 07:43:38
305,Broome,42.2506,-75.833,40.84,75,100,1.01,US,2022-02-03 07:43:39
306,Saint-Pierre,-21.3393,55.4781,80.24,94,75,44.87,RE,2022-02-03 07:43:40
307,Viedma,-40.8135,-62.9967,68.83,48,23,7.36,AR,2022-02-03 07:43:41
308,San Miguelito,9.0333,-79.5,77.92,83,75,1.99,PA,2022-02-03 07:43:42
309,Nelson Bay,-32.7167,152.15,71.29,90,72,3.0,AU,2022-02-03 07:43:43
310,Taoudenni,22.6783,-3.9836,59.14,32,16,13.4,ML,2022-02-03 07:43:44
311,Kondinskoye,59.6481,67.41,17.13,92,87,9.31,RU,2022-02-03 07:43:45
312,Constitucion,-35.3333,-72.4167,55.27,89,41,3.56,CL,2022-02-03 07:40:56
313,Rawson,-43.3002,-65.1023,68.81,49,3,12.82,AR,2022-02-03 07:41:08
314,Bodden Town,19.2833,-81.25,75.99,77,0,1.99,KY,2022-02-03 07:43:46
315,Kirakira,-10.4544,161.9205,78.28,91,100,8.5,SB,2022-02-03 07:39:25
316,Gwadar,25.1216,62.3254,74.93,25,0,13.71,PK,2022-02-03 07:43:47
317,Churapcha,62.0025,132.4325,-18.22,91,100,4.97,RU,2022-02-03 07:43:48
318,Urusha,54.05,122.9,-0.89,73,15,5.77,RU,2022-02-03 07:43:49
319,Geraldton,-28.7667,114.6,108.01,10,0,13.8,AU,2022-02-03 07:43:50
320,Port Blair,11.6667,92.75,84.24,58,20,6.91,IN,2022-02-03 07:42:23
321,Clarence Town,-32.5833,151.7833,71.15,73,18,11.72,AU,2022-02-03 07:40:58
322,Caudebec-Les-Elbeuf,49.2808,1.022,44.67,85,100,10.36,FR,2022-02-03 07:43:51
323,Russell,32.3502,-85.1999,61.12,86,100,6.91,US,2022-02-03 07:43:52
324,San Antonio,29.4241,-98.4936,40.19,92,100,3.0,US,2022-02-03 07:40:12
325,Magistralnyy,56.1725,107.4458,5.72,92,99,2.66,RU,2022-02-03 07:43:53
326,Zyryanka,65.75,150.85,-23.01,95,15,8.88,RU,2022-02-03 07:43:54
327,Tabuk,17.4189,121.4443,80.83,69,11,1.92,PH,2022-02-03 07:43:55
328,Luderitz,-26.6481,15.1594,71.11,70,0,4.34,NA,2022-02-03 07:43:56
329,Mizdah,31.4451,12.9801,50.54,69,29,18.52,LY,2022-02-03 07:43:57
330,Karpinsk,59.7654,60.0085,22.24,92,100,5.7,RU,2022-02-03 07:43:58
331,Saint George,37.1041,-113.5841,34.39,30,0,1.99,US,2022-02-03 07:39:17
332,Verkhoyansk,67.5447,133.385,-33.14,100,97,1.52,RU,2022-02-03 07:43:59
333,Okha,53.5739,142.9478,5.11,93,100,24.2,RU,2022-02-03 07:40:00
334,Rawah,34.4816,41.9093,56.26,36,54,16.49,IQ,2022-02-03 07:44:00
335,Copiapo,-27.3667,-70.3333,62.55,76,0,0.74,CL,2022-02-03 07:44:01
336,Juba,4.8517,31.5825,90.97,18,100,7.2,SS,2022-02-03 07:44:01
337,Caceres,39.522,-6.3748,38.8,80,100,2.13,ES,2022-02-03 07:44:02
338,Phan Thiet,10.9333,108.1,85.89,59,0,18.59,VN,2022-02-03 07:40:54
339,Saldanha,-33.0117,17.9442,66.25,77,48,10.94,ZA,2022-02-03 07:44:03
340,Byron Bay,-28.65,153.6167,71.55,92,100,18.68,AU,2022-02-03 07:39:57
341,Kieta,-6.2167,155.6333,80.65,86,100,12.66,PG,2022-02-03 07:44:04
342,Taybad,34.74,60.7756,49.42,35,0,3.56,IR,2022-02-03 07:44:05
343,Ancud,-41.8697,-73.8203,53.42,92,72,2.26,CL,2022-02-03 07:44:06
344,Nieuw Nickerie,5.95,-56.9833,76.33,82,6,10.29,SR,2022-02-03 07:44:07
345,Poltava,49.5937,34.5407,31.77,98,100,2.01,UA,2022-02-03 07:44:08
346,Torbay,47.6666,-52.7314,27.75,86,75,12.66,CA,2022-02-03 07:44:09
347,Ahipara,-35.1667,173.1667,68.47,89,76,11.1,NZ,2022-02-03 07:44:10
348,Labuan,5.2767,115.2417,86.36,66,20,8.01,MY,2022-02-03 07:44:11
349,Bako,5.7833,36.5667,82.04,33,99,2.66,ET,2022-02-03 07:44:11
350,Lac Du Bonnet,50.2536,-96.0612,-34.98,100,51,3.94,CA,2022-02-03 07:44:12
351,Mahon,39.8885,4.2658,48.76,81,0,4.61,ES,2022-02-03 07:44:13
352,Tikapur,28.5,81.1333,72.86,33,99,15.46,NP,2022-02-03 07:44:14
353,Thompson,55.7435,-97.8558,-20.04,76,0,9.22,CA,2022-02-03 07:44:15
354,San Joaquin,37.9333,-121.3011,54.18,61,0,6.91,US,2022-02-03 07:44:16
355,Lorengau,-2.0226,147.2712,80.13,79,100,7.72,PG,2022-02-03 07:44:17
356,Shugurovo,54.5083,52.1326,31.33,97,100,12.44,RU,2022-02-03 07:44:18
357,Bestobe,52.4994,73.0975,18.45,84,82,7.72,KZ,2022-02-03 07:44:19
358,Santiago De Chuco,-8.15,-78.1833,50.58,90,100,1.32,PE,2022-02-03 07:44:20
359,Pendleton,45.6721,-118.7886,39.09,88,100,6.91,US,2022-02-03 07:42:11
360,Touros,-5.1989,-35.4608,76.1,77,99,10.94,BR,2022-02-03 07:44:21
361,Nowy Dwor Mazowiecki,52.4302,20.7165,32.41,89,75,13.8,PL,2022-02-03 07:44:22
362,Salalah,17.0151,54.0924,86.09,21,0,18.41,OM,2022-02-03 07:44:23
363,Mackay,-21.15,149.2,82.69,83,40,6.91,AU,2022-02-03 07:44:24
364,Kabare,-2.4683,28.8242,69.51,81,100,1.72,CD,2022-02-03 07:44:24
365,Pisco,-13.7,-76.2167,68.05,77,0,4.61,PE,2022-02-03 07:44:25
366,Poum,-20.2333,164.0167,82.87,71,84,6.08,NC,2022-02-03 07:44:26
367,Kalmar,56.6616,16.3616,30.96,97,75,4.61,SE,2022-02-03 07:44:27
368,Kadhan,24.481,68.9859,81.14,13,0,11.95,PK,2022-02-03 07:44:28
369,Vao,-22.6667,167.4833,79.88,80,0,6.62,NC,2022-02-03 07:44:28
370,Tawau,4.2498,117.8871,87.93,70,78,8.01,MY,2022-02-03 07:44:29
371,Lower Hutt,-41.2167,174.9167,72.01,78,75,20.71,NZ,2022-02-03 07:44:30
372,Khuzdar,27.7384,66.6434,61.7,9,0,22.03,PK,2022-02-03 07:44:31
373,Kalmunai,7.4167,81.8167,82.92,59,4,6.26,LK,2022-02-03 07:44:32
374,Apango,17.7333,-99.3333,62.26,81,2,6.71,MX,2022-02-03 07:44:33
375,Petropavlovsk-Kamchatskiy,53.0452,158.6483,27.19,69,75,4.47,RU,2022-02-03 07:44:34
376,Aqtobe,50.2797,57.2072,19.49,73,100,15.66,KZ,2022-02-03 07:44:35
377,Lantawan,10.6167,123.9833,85.69,71,69,9.62,PH,2022-02-03 07:44:36
378,Tadpatri,14.9167,78.0167,89.92,29,5,5.08,IN,2022-02-03 07:44:37
379,Malakal,9.5334,31.6605,86.63,15,100,9.98,SS,2022-02-03 07:44:38
380,Nambour,-26.6333,152.95,78.1,97,100,1.01,AU,2022-02-03 07:44:39
381,Clyde River,70.4692,-68.5914,-14.57,76,100,19.57,CA,2022-02-03 07:44:40
382,Kattivakkam,13.2167,80.3167,87.89,64,5,8.88,IN,2022-02-03 07:44:40
383,Kikwit,-5.041,18.8162,74.07,91,100,2.84,CD,2022-02-03 07:44:41
384,Rio Grande,-32.035,-52.0986,73.85,86,6,14.29,BR,2022-02-03 07:44:42
385,Erenhot,43.6475,111.9767,7.52,73,5,6.58,CN,2022-02-03 07:44:43
386,Quatre Cocos,-20.2078,57.7625,79.09,91,100,23.67,MU,2022-02-03 07:44:44
387,Abbeville,50.1,1.8333,46.36,85,100,10.94,FR,2022-02-03 07:44:44
388,Liuli,-11.0833,34.6333,80.47,71,52,3.36,TZ,2022-02-03 07:44:45
389,Rovaniemi,66.5,25.7167,8.01,85,100,6.91,FI,2022-02-03 07:40:44
390,Katy,29.7858,-95.8244,50.56,94,100,7.0,US,2022-02-03 07:44:46
391,Pinega,64.7001,43.3936,11.07,95,98,0.25,RU,2022-02-03 07:44:47
392,Narasannapeta,18.4167,84.05,81.14,55,11,12.64,IN,2022-02-03 07:44:48
393,Sangar,63.9242,127.4739,-29.88,100,52,2.64,RU,2022-02-03 07:44:49
394,Pangkalanbuun,-2.6833,111.6167,84.87,72,100,2.93,ID,2022-02-03 07:44:50
395,San Francisco,37.7749,-122.4194,56.34,48,0,3.0,US,2022-02-03 07:42:48
396,North Augusta,33.5018,-81.9651,57.36,90,0,4.61,US,2022-02-03 07:44:51
397,Masvingo,-20.0637,30.8277,84.09,49,6,2.98,ZW,2022-02-03 07:44:52
398,Auki,-8.7676,160.7034,77.99,89,100,7.23,SB,2022-02-03 07:44:53
399,Phek,25.6667,94.5,56.19,41,41,2.57,IN,2022-02-03 07:44:54
400,Monrovia,6.3005,-10.7969,73.17,85,61,3.56,LR,2022-02-03 07:44:55
401,Nuevo Progreso,23.1667,-97.95,73.6,81,57,5.1,MX,2022-02-03 07:44:56
402,San Pedro,14.35,121.0167,85.23,67,75,4.61,PH,2022-02-03 07:44:56
403,La Baneza,42.3003,-5.8977,46.08,73,100,2.1,ES,2022-02-03 07:44:57
404,Burnie,-41.0667,145.9167,71.92,53,18,9.73,AU,2022-02-03 07:44:58
405,Berezovyy,51.6667,135.7,-1.46,99,92,0.38,RU,2022-02-03 07:44:59
406,Coquimbo,-29.9533,-71.3436,60.53,88,0,2.3,CL,2022-02-03 07:45:00
407,Saint-Louis,16.3333,-15.0,71.02,17,0,10.98,SN,2022-02-03 07:45:01
408,Sandwick,60.0,-1.25,46.22,93,75,20.71,GB,2022-02-03 07:45:02
409,Caravelas,-17.7125,-39.2481,73.44,92,97,2.17,BR,2022-02-03 07:45:03
410,Juneau,58.3019,-134.4197,26.83,89,100,5.75,US,2022-02-03 07:45:04
411,Vardo,70.3705,31.1107,28.38,74,75,11.5,NO,2022-02-03 07:45:05
412,Lasa,46.6166,10.7002,38.66,87,63,6.08,IT,2022-02-03 07:45:06
413,Lavrentiya,65.5833,-171.0,0.45,63,27,22.48,RU,2022-02-03 07:45:06
414,Hasaki,35.7333,140.8333,52.2,39,41,3.47,JP,2022-02-03 07:45:07
415,Alabaster,33.2443,-86.8164,57.13,97,100,3.0,US,2022-02-03 07:45:08
416,Faya,18.3851,42.4509,64.92,43,96,4.45,SA,2022-02-03 07:45:09
417,Galesong,-5.3166,119.3661,73.42,77,100,10.36,ID,2022-02-03 07:45:10
418,Gushikawa,26.3544,127.8686,63.63,95,75,13.8,JP,2022-02-03 07:45:11
419,Sinnamary,5.3833,-52.95,75.56,88,81,8.21,GF,2022-02-03 07:45:12
420,Namibe,-15.1961,12.1522,75.38,59,8,7.47,AO,2022-02-03 07:45:13
421,Najran,17.4924,44.1277,65.05,25,100,6.08,SA,2022-02-03 07:45:14
422,Vallenar,-28.5708,-70.7581,63.52,70,0,1.95,CL,2022-02-03 07:45:15
423,Mnogovershinnyy,53.9353,139.9242,-2.74,97,100,6.38,RU,2022-02-03 07:45:16
424,Anton Lizardo,19.05,-95.9833,71.22,79,0,11.16,MX,2022-02-03 07:45:17
425,Riyadh,24.6877,46.7219,64.54,27,0,4.61,SA,2022-02-03 07:41:44
426,Clifton,40.8584,-74.1638,41.72,94,100,0.0,US,2022-02-03 07:43:34
427,Barra Dos Coqueiros,-10.9089,-37.0386,80.62,78,20,5.75,BR,2022-02-03 07:44:50
428,Derzhavinsk,51.1,66.3167,19.9,83,87,6.55,KZ,2022-02-03 07:45:19
429,Yaviza,8.1537,-77.6931,71.22,98,95,0.65,PA,2022-02-03 07:45:19
430,Ansalta,42.6894,46.1178,46.31,43,13,6.04,RU,2022-02-03 07:45:20
431,Belize,17.25,-88.75,77.25,98,70,3.11,BZ,2022-02-03 07:45:21
432,Tamiahua,21.2667,-97.45,70.63,95,20,0.51,MX,2022-02-03 07:45:22
433,San Vicente,-26.6167,-54.1333,66.06,90,73,2.73,AR,2022-02-03 07:45:23
434,Botevgrad,42.9,23.7833,39.33,75,85,6.93,BG,2022-02-03 07:45:24
435,Skjervoy,70.0311,20.9714,24.98,68,100,21.03,NO,2022-02-03 07:45:25
436,Toucheng,24.8592,121.8233,61.63,92,100,8.63,TW,2022-02-03 07:45:26
437,Cairns,-16.9167,145.7667,87.75,72,100,1.14,AU,2022-02-03 07:45:27
438,Mar Del Plata,-38.0023,-57.5575,73.09,83,100,1.99,AR,2022-02-03 07:45:28
439,Tselina,46.5338,41.0328,42.19,78,100,8.93,RU,2022-02-03 07:45:29
440,Tucurui,-3.7661,-49.6725,71.13,98,100,2.51,BR,2022-02-03 07:45:29
441,Cap Malheureux,-19.9842,57.6142,79.47,90,100,18.01,MU,2022-02-03 07:45:30
442,Necochea,-38.5473,-58.7368,64.04,82,100,9.37,AR,2022-02-03 07:45:03
443,Rongcheng,30.634,117.8517,36.16,98,100,3.2,CN,2022-02-03 07:45:31
444,Vilhena,-12.7406,-60.1458,67.55,98,91,2.28,BR,2022-02-03 07:45:32
445,Xingyi,24.1877,102.817,59.68,40,13,15.77,CN,2022-02-03 07:45:33
446,Alcaniz,41.05,-0.1333,49.75,36,33,2.89,ES,2022-02-03 07:43:32
447,Borba,-4.3878,-59.5939,73.08,99,100,1.25,BR,2022-02-03 07:45:34
448,Shu,43.5983,73.7614,38.23,72,86,6.17,KZ,2022-02-03 07:45:35
449,Nantucket,41.2835,-70.0995,42.85,98,100,4.61,US,2022-02-03 07:44:00
450,Loandjili,-4.7561,11.8578,78.91,78,20,2.3,CG,2022-02-03 07:45:37
451,Camapua,-19.5314,-54.0439,70.47,97,100,3.06,BR,2022-02-03 07:45:37
452,Pakhtakoron,40.1571,68.7466,51.4,40,2,7.96,TJ,2022-02-03 07:45:38
453,Roald,62.5833,6.1333,36.52,64,75,16.11,NO,2022-02-03 07:45:39
454,Comodoro Rivadavia,-45.8667,-67.5,69.66,46,0,12.66,AR,2022-02-03 07:45:40
455,Aguas Formosas,-17.0822,-40.9358,70.57,99,100,1.61,BR,2022-02-03 07:45:41
456,Ciudad Bolivar,8.1222,-63.5497,74.37,83,6,9.6,VE,2022-02-03 07:45:42
457,Teavaro,-17.5,-149.7667,81.46,65,20,4.61,PF,2022-02-03 07:45:43
458,Sidrolandia,-20.9319,-54.9614,74.19,97,100,5.06,BR,2022-02-03 07:45:44
459,Guadalupe,25.6833,-100.25,63.36,86,52,6.29,MX,2022-02-03 07:41:05
460,Tena,-0.9833,-77.8167,67.91,86,50,3.69,EC,2022-02-03 07:45:44
461,Banyo,6.75,11.8167,77.74,20,20,2.57,CM,2022-02-03 07:45:45
462,Lixourion,38.2019,20.4314,48.2,49,20,9.22,GR,2022-02-03 07:45:46
463,Mansehra,34.3333,73.2,50.77,58,87,4.12,PK,2022-02-03 07:45:47
464,Havoysund,70.9963,24.6622,16.68,81,100,12.01,NO,2022-02-03 07:45:48
465,Svolvaer,68.2342,14.5683,26.78,58,20,16.11,NO,2022-02-03 07:45:49
466,Kokopo,-4.352,152.2633,78.19,84,100,14.52,PG,2022-02-03 07:45:50
467,Wamba,8.9333,8.6,79.38,16,20,1.5,NG,2022-02-03 07:45:51
468,Nuuk,64.1835,-51.7216,21.81,79,100,11.5,GL,2022-02-03 07:45:52
469,Cuajinicuilapa,16.4667,-98.4167,68.11,81,0,3.96,MX,2022-02-03 07:45:53
470,Makakilo City,21.3469,-158.0858,72.28,73,0,3.44,US,2022-02-03 07:45:54
471,Tonantins,-2.8731,-67.8022,72.14,99,100,3.04,BR,2022-02-03 07:45:54
472,Mareeba,-17.0,145.4333,83.12,90,100,4.43,AU,2022-02-03 07:45:55
473,Deputatskiy,69.3,139.9,-24.68,93,96,3.51,RU,2022-02-03 07:45:56
474,Yar-Sale,66.8333,70.8333,6.76,96,100,6.42,RU,2022-02-03 07:45:57
475,San Quintin,30.4833,-115.95,55.42,61,0,7.36,MX,2022-02-03 07:45:58
476,Victor Harbor,-35.5667,138.6167,71.8,68,5,1.99,AU,2022-02-03 07:45:59
477,Lubango,-14.9172,13.4925,69.44,34,55,1.14,AO,2022-02-03 07:46:00
478,Mabay,6.0577,124.4666,79.54,81,100,4.99,PH,2022-02-03 07:46:01
479,Diego De Almagro,-26.3667,-70.05,58.6,51,0,1.41,CL,2022-02-03 07:46:02
480,Madang,-5.2246,145.7966,78.17,87,100,4.03,PG,2022-02-03 07:46:03
481,Marang,5.2056,103.2059,87.71,71,90,7.02,MY,2022-02-03 07:46:04
482,Tautira,-17.7333,-149.15,82.0,78,33,20.04,PF,2022-02-03 07:46:05
483,Mana,5.6592,-53.7767,76.33,84,97,7.74,GF,2022-02-03 07:46:06
484,La Seyne-Sur-Mer,43.0982,5.8847,55.89,55,66,6.2,FR,2022-02-03 07:46:06
485,Takoradi,4.8845,-1.7554,80.4,73,7,3.69,GH,2022-02-03 07:46:08
486,Saint-Augustin,51.226,-58.6502,30.0,96,100,18.92,CA,2022-02-03 07:46:09
487,Norden,53.6,7.2,46.94,96,100,16.44,DE,2022-02-03 07:46:09
488,Kropotkin,45.4375,40.5756,40.17,97,100,3.71,RU,2022-02-03 07:46:10
489,College,64.8569,-147.8028,-4.34,69,40,8.05,US,2022-02-03 07:46:11
490,Oswiecim,50.0344,19.2104,35.37,90,100,8.12,PL,2022-02-03 07:46:12
491,Aransas Pass,27.9095,-97.15,50.02,98,100,11.99,US,2022-02-03 07:46:13
492,Kristinehamn,59.3098,14.1081,24.04,83,92,4.45,SE,2022-02-03 07:46:14
493,Djambala,-2.5447,14.7533,67.19,94,100,1.5,CG,2022-02-03 07:46:15
494,Jati,24.3539,68.2671,80.76,11,0,11.92,PK,2022-02-03 07:46:16
495,Boffa,10.1667,-14.0333,71.51,90,27,3.8,GN,2022-02-03 07:46:17
496,Basco,20.4487,121.9702,76.08,75,99,10.76,PH,2022-02-03 07:42:07
497,Caldwell,43.6629,-116.6874,29.32,71,100,3.44,US,2022-02-03 07:45:24
498,San Policarpo,12.1791,125.5072,79.65,83,100,13.38,PH,2022-02-03 07:46:18
499,Dera Bugti,29.0307,69.151,68.0,19,0,6.76,PK,2022-02-03 07:46:19
500,Vrede,-27.4257,29.1659,81.12,37,0,8.75,ZA,2022-02-03 07:46:20
501,Eureka,40.8021,-124.1637,48.2,80,74,5.46,US,2022-02-03 07:46:21
502,Mount Darwin,-16.7725,31.5838,79.54,61,72,5.68,ZW,2022-02-03 07:46:22
503,Vizinga,61.0749,50.1031,19.65,92,99,6.51,RU,2022-02-03 07:46:23
504,Fiumicino,41.7675,12.2291,53.78,84,0,5.75,IT,2022-02-03 07:46:24
505,Mahibadhoo,3.7833,72.9667,82.17,70,0,9.19,MV,2022-02-03 07:46:25
506,Mineiros,-17.5694,-52.5511,67.46,95,100,4.47,BR,2022-02-03 07:46:26
507,Dannenberg,53.0967,11.09,43.36,97,100,9.33,DE,2022-02-03 07:46:26
508,Port Shepstone,-30.7414,30.455,81.39,79,6,15.1,ZA,2022-02-03 07:46:27
509,Tupik,54.4253,119.9327,-6.54,89,30,3.74,RU,2022-02-03 07:46:28
510,Shushenskoye,53.325,91.9356,-2.52,82,50,0.22,RU,2022-02-03 07:46:29
511,Mandalgovi,45.7625,106.2708,10.63,64,0,12.57,MN,2022-02-03 07:46:30
512,Shingu,33.7333,135.9833,47.91,49,100,7.14,JP,2022-02-03 07:46:31
513,Labuhan,-6.8844,112.2051,85.5,69,97,8.46,ID,2022-02-03 07:46:32
514,San Jeronimo,-11.9472,-75.2829,49.84,80,91,1.57,PE,2022-02-03 07:46:32
515,Pangody,65.85,74.4859,7.88,95,100,7.27,RU,2022-02-03 07:42:05
516,Great Yarmouth,52.6083,1.7305,46.65,93,100,12.48,GB,2022-02-03 07:43:00
517,Manzanillo,20.3433,-77.1167,69.35,90,0,8.86,CU,2022-02-03 07:46:34
518,Nortelandia,-14.4547,-56.8028,70.03,98,88,3.62,BR,2022-02-03 07:46:35
519,Tromso,69.6496,18.957,18.37,79,0,3.44,NO,2022-02-03 07:46:36
520,Nenita,12.4917,124.8044,77.58,89,100,9.19,PH,2022-02-03 07:46:37
521,Davenda,53.5556,119.317,1.81,81,13,3.02,RU,2022-02-03 07:46:38
522,Pihuamo,19.2499,-103.3828,58.19,52,0,3.58,MX,2022-02-03 07:46:38
523,Aklavik,68.2191,-135.0107,-22.97,98,100,4.85,CA,2022-02-03 07:46:39
524,Olafsvik,64.8945,-23.7142,29.17,70,86,15.77,IS,2022-02-03 07:46:40
525,Zhigansk,66.7697,123.3711,-29.81,100,15,3.44,RU,2022-02-03 07:46:41
526,Whitehorse,60.7161,-135.0538,-6.7,65,100,5.01,CA,2022-02-03 07:45:18
527,Fortuna,40.5982,-124.1573,47.93,92,100,0.0,US,2022-02-03 07:46:42
528,Starobachaty,54.2425,86.2072,15.08,89,92,1.36,RU,2022-02-03 07:46:43
529,Tambun,-6.2641,107.0712,89.64,62,40,6.91,ID,2022-02-03 07:46:44
530,Nueva Helvecia,-34.3,-57.2333,73.6,81,100,13.78,UY,2022-02-03 07:46:45
531,Green River,41.5286,-109.4662,7.14,56,65,3.0,US,2022-02-03 07:46:46
532,Palu,-0.8917,119.8707,83.61,77,100,4.14,ID,2022-02-03 07:46:47
533,Brae,60.3964,-1.353,46.31,94,100,22.12,GB,2022-02-03 07:46:47
534,Kiama,-34.6833,150.8667,71.08,62,84,1.01,AU,2022-02-03 07:44:00
535,Darhan,49.4867,105.9228,5.29,84,77,2.95,MN,2022-02-03 07:46:49
536,Kajaani,64.2273,27.7285,-11.15,77,91,1.14,FI,2022-02-03 07:46:49
537,San Giovanni Rotondo,41.7049,15.7191,33.42,75,20,10.36,IT,2022-02-03 07:46:50
538,Keffi,8.8486,7.8736,68.38,17,26,2.39,NG,2022-02-03 07:46:51
539,Kwinana,-32.25,115.7667,103.3,31,0,7.92,AU,2022-02-03 07:46:52
540,Vacaria,-28.5122,-50.9339,61.41,94,2,9.89,BR,2022-02-03 07:46:53
541,Bosaso,11.2842,49.1816,78.78,73,40,11.5,SO,2022-02-03 07:46:54
542,Aitape,-3.1374,142.3475,77.5,85,100,2.62,PG,2022-02-03 07:46:55
543,Shache,38.4167,77.2406,35.71,28,100,3.83,CN,2022-02-03 07:46:55
544,La Ronge,55.1001,-105.2842,-23.58,68,0,5.75,CA,2022-02-03 07:44:35
545,Kuntaur,13.6667,-14.8833,71.98,13,0,5.86,GM,2022-02-03 07:46:56
546,Sorong,-0.8833,131.25,82.13,79,100,6.17,ID,2022-02-03 07:46:57
547,Ikare,7.4913,5.2322,78.44,16,85,1.92,NG,2022-02-03 07:46:58
548,Oktyabrskoye,43.0645,44.7417,35.74,87,56,2.24,RU,2022-02-03 07:46:59
549,Xai-Xai,-25.0519,33.6442,91.81,46,0,4.99,MZ,2022-02-03 07:47:00
550,Mehamn,71.0357,27.8492,22.91,93,40,2.3,NO,2022-02-03 07:47:01
551,Acarau,-2.8856,-40.12,76.28,89,90,7.58,BR,2022-02-03 07:47:02
552,Evans,33.5337,-82.1307,59.2,88,0,1.01,US,2022-02-03 07:46:11
553,Chapais,49.7834,-74.8492,-0.62,91,100,7.45,CA,2022-02-03 07:47:03
554,Kaniama,-7.5667,24.1833,67.08,96,100,4.18,CD,2022-02-03 07:47:04
555,Linhares,-19.3911,-40.0722,72.12,94,100,2.44,BR,2022-02-03 07:47:05
556,Rundu,-17.9333,19.7667,77.99,55,59,5.32,NA,2022-02-03 07:47:06
557,Teahupoo,-17.8333,-149.2667,76.53,78,36,20.87,PF,2022-02-03 07:47:07
558,Calama,-22.4667,-68.9333,51.8,37,0,5.32,CL,2022-02-03 07:46:07
559,Yumbe,3.4651,31.2469,87.33,19,100,6.73,UG,2022-02-03 07:47:08
560,Lyskovo,56.0328,45.0422,19.33,91,99,1.28,RU,2022-02-03 07:47:09
